rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
435,3.0,3,3,False,"A person uses scissors to cut a piece of thread, then proceeds to tie off the end of the seam.",/home/liuzhirui/model/PhysVid/res/videophy2/video/4a54401d1f5dabea36f8b119abbd93a58ec6fe9297dbc3c12d5809dd12d86930.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_scissors_to_cut_a_piece_of_thread,_then_proceeds_to_tie_off_the_end_of_the_seam.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/38ec1d38-2a0a-4ea0-b792-67d254f4210a/ad1b4188-0b3c-443d-9aea-1430f5caa37b_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_uses_scissors_to_cut_a_piece_of_thread,_then_proceeds_to_tie_off_the_end_of_the_seam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_uses_scissors_to_cut_a_piece_of_thread,_then_proceeds_to_tie_off_the_end_of_the_seam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_uses_scissors_to_cut_a_piece_of_thread,_then_proceeds_to_tie_off_the_end_of_the_seam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_uses_scissors_to_cut_a_piece_of_thread,_then_proceeds_to_tie_off_the_end_of_the_seam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_uses_scissors_to_cut_a_piece_of_thread__then_proceeds_to_tie_off_the_end_of_the_seam_.mp4""]",4a54401d1f5dabea36f8b119abbd93a58ec6fe9297dbc3c12d5809dd12d86930
436,3.0,3,3,False,"A pinball hits the metal side of the machine, creating a distinct clang and ricocheting back into play.",/home/liuzhirui/model/PhysVid/res/videophy2/video/4c698d75f054fa74d71904baf9c95a69f5710e0cbdf16f6f57593b2d9fa6e1b5.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_pinball_hits_the_metal_side_of_the_machine,_creating_a_distinct_clang_and_ricocheting_back_into_play.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_pinball_hits_the_metal_side_of_the_machine,_creating_a_distinct_clang_and_ricocheting_back_into_play.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_pinball_hits_the_metal_side_of_the_machine,_creating_a_distinct_clang_and_ricocheting_back_into_play.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_pinball_hits_the_metal_side_of_the_machine__creating_a_distinct_clang_and_ricocheting_back_into_play_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_pinball_hits_the_metal_side_of_the_machine,_creating_a_distinct_clang_and_ricocheting_back_into_play.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_pinball_hits_the_metal_side_of_the_machine,_creating_a_distinct_clang_and_ricocheting_back_into_play.mp4""]",4c698d75f054fa74d71904baf9c95a69f5710e0cbdf16f6f57593b2d9fa6e1b5
437,3.0,3,3,False,"A hammer strikes a concrete block, causing it to crack and break apart.",/home/liuzhirui/model/PhysVid/res/videophy2/video/550fa06666a2682251f6769e4e2dbf92e76d865416c704de7e74f068a89568b9.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hammer_strikes_a_concrete_block,_causing_it_to_crack_and_break_apart.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hammer_strikes_a_concrete_block,_causing_it_to_crack_and_break_apart.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hammer_strikes_a_concrete_block,_causing_it_to_crack_and_break_apart.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hammer_strikes_a_concrete_block,_causing_it_to_crack_and_break_apart.mp4"", ""https://storage.cdn-luma.com/dream_machine/fcf5865f-8330-4fe2-9c9a-3dca0b4415d3/5e6a32aa-4c7d-42e5-9c34-0c2938729c1e_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hammer_strikes_a_concrete_block,_causing_it_to_crack_and_break_apart.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hammer_strikes_a_concrete_block__causing_it_to_crack_and_break_apart_.mp4""]",550fa06666a2682251f6769e4e2dbf92e76d865416c704de7e74f068a89568b9
438,3.0,3,3,False,"A child runs and catches a brightly colored frisbee, stopping abruptly with the frisbee in hand.",/home/liuzhirui/model/PhysVid/res/videophy2/video/56b5f7021ebb81e5477ce9c55af4a2467ec1f37c95c1469365de0b558244190d.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_runs_and_catches_a_brightly_colored_frisbee,_stopping_abruptly_with_the_frisbee_in_hand.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_child_runs_and_catches_a_brightly_colored_frisbee__stopping_abruptly_with_the_frisbee_in_hand_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_runs_and_catches_a_brightly_colored_frisbee,_stopping_abruptly_with_the_frisbee_in_hand.mp4"", ""https://storage.cdn-luma.com/dream_machine/a9a8db4f-4fa4-455f-be6d-ea7751c440ca/8e302f55-c56b-40f4-9191-e8b7c7717f1a_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_child_runs_and_catches_a_brightly_colored_frisbee,_stopping_abruptly_with_the_frisbee_in_hand.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_child_runs_and_catches_a_brightly_colored_frisbee,_stopping_abruptly_with_the_frisbee_in_hand.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_child_runs_and_catches_a_brightly_colored_frisbee,_stopping_abruptly_with_the_frisbee_in_hand.mp4""]",56b5f7021ebb81e5477ce9c55af4a2467ec1f37c95c1469365de0b558244190d
439,3.0,3,3,False,A discus thrower with a unique throwing style releases the discus; its flight path is captured from a side angle.,/home/liuzhirui/model/PhysVid/res/videophy2/video/57abcb7a97e1a6ee903bb541121af7bd693a679d029f05d56b741355476678da.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus;_its_flight_path_is_captured_from_a_side_angle.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus__its_flight_path_is_captured_from_a_side_angle_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus;_its_flight_path_is_captured_from_a_side_angle.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus;_its_flight_path_is_captured_from_a_side_angle.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus;_its_flight_path_is_captured_from_a_side_angle.mp4"", ""https://storage.cdn-luma.com/dream_machine/c6a33ce1-00ff-4034-8e9a-ed41958104bc/1652c456-d615-4ae5-adf0-d2d57aa4f2e4_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_discus_thrower_with_a_unique_throwing_style_releases_the_discus;_its_flight_path_is_captured_from_a_side_angle.mp4""]",57abcb7a97e1a6ee903bb541121af7bd693a679d029f05d56b741355476678da
440,3.0,3,3,False,"The pole vaulter's pole impacts the box, the pole flexing dramatically as they rotate over the bar.",/home/liuzhirui/model/PhysVid/res/videophy2/video/5fb62c63a0c77584cfd92775e2d95ea3d33d7e478289f431cb2d39b223cecc0a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/The_pole_vaulter's_pole_impacts_the_box,_the_pole_flexing_dramatically_as_they_rotate_over_the_bar.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/The_pole_vaulter's_pole_impacts_the_box,_the_pole_flexing_dramatically_as_they_rotate_over_the_bar.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/The_pole_vaulter_s_pole_impacts_the_box__the_pole_flexing_dramatically_as_they_rotate_over_the_bar_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/The_pole_vaulter's_pole_impacts_the_box,_the_pole_flexing_dramatically_as_they_rotate_over_the_bar.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/The_pole_vaulter's_pole_impacts_the_box,_the_pole_flexing_dramatically_as_they_rotate_over_the_bar.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/The_pole_vaulter's_pole_impacts_the_box,_the_pole_flexing_dramatically_as_they_rotate_over_the_bar.mp4"", ""https://storage.cdn-luma.com/dream_machine/80d528b1-8384-4bce-b116-bc890c6e668c/7e197eea-3e58-41fc-8864-3279c56c905a_result.mp4""]",5fb62c63a0c77584cfd92775e2d95ea3d33d7e478289f431cb2d39b223cecc0a
441,3.0,3,3,False,Javelin with a damaged tip is thrown; it wobbles in flight and lands off-target.,/home/liuzhirui/model/PhysVid/res/videophy2/video/5fc0cf2d2fa9d815eb58e93434f022b607b211106f8b8fca758dd1ba4b1422a4.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Javelin_with_a_damaged_tip_is_thrown;_it_wobbles_in_flight_and_lands_off-target.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Javelin_with_a_damaged_tip_is_thrown;_it_wobbles_in_flight_and_lands_off-target.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Javelin_with_a_damaged_tip_is_thrown;_it_wobbles_in_flight_and_lands_off-target.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Javelin_with_a_damaged_tip_is_thrown;_it_wobbles_in_flight_and_lands_off-target.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Javelin_with_a_damaged_tip_is_thrown;_it_wobbles_in_flight_and_lands_off-target.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Javelin_with_a_damaged_tip_is_thrown__it_wobbles_in_flight_and_lands_off_target_.mp4""]",5fc0cf2d2fa9d815eb58e93434f022b607b211106f8b8fca758dd1ba4b1422a4
442,3.0,3,3,False,"A sledgehammer is swung at a pile of rocks, scattering and breaking some of them.",/home/liuzhirui/model/PhysVid/res/videophy2/video/61345a00dfb595b9dfcf7e30055616b232a68f2ade5fcc9386d0db9d59dc8913.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_sledgehammer_is_swung_at_a_pile_of_rocks,_scattering_and_breaking_some_of_them.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_sledgehammer_is_swung_at_a_pile_of_rocks,_scattering_and_breaking_some_of_them.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_sledgehammer_is_swung_at_a_pile_of_rocks,_scattering_and_breaking_some_of_them.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_sledgehammer_is_swung_at_a_pile_of_rocks,_scattering_and_breaking_some_of_them.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_sledgehammer_is_swung_at_a_pile_of_rocks,_scattering_and_breaking_some_of_them.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_sledgehammer_is_swung_at_a_pile_of_rocks__scattering_and_breaking_some_of_them_.mp4""]",61345a00dfb595b9dfcf7e30055616b232a68f2ade5fcc9386d0db9d59dc8913
443,3.0,3,3,False,"A mechanic pulls apart two connected metal pipes using a wrench, creating two separate sections.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6242812003005066fbcee8ee92f348e8246ecff8cb526b0bb4dd63b4558b8d6c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench,_creating_two_separate_sections.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/9505bef9-efdf-4a3f-8864-4537c6a3ee7f/032df1ca-f8ea-4a78-8007-89f2620d08f6_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench,_creating_two_separate_sections.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench,_creating_two_separate_sections.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench,_creating_two_separate_sections.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench,_creating_two_separate_sections.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_mechanic_pulls_apart_two_connected_metal_pipes_using_a_wrench__creating_two_separate_sections_.mp4""]",6242812003005066fbcee8ee92f348e8246ecff8cb526b0bb4dd63b4558b8d6c
444,3.0,3,3,False,"A bulldozer clears debris from a construction site, moving it into a dumpster.",/home/liuzhirui/model/PhysVid/res/videophy2/video/64330619b3dbb3d889978f4f6d62ec2a4cbd17d46fafe92ea899f6db744a4e68.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bulldozer_clears_debris_from_a_construction_site,_moving_it_into_a_dumpster.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/5317eb9f-9fbf-4d05-ae76-9bb008792a7f/7facba57-4c5a-4c77-8a72-de833491ba80_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_bulldozer_clears_debris_from_a_construction_site,_moving_it_into_a_dumpster.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_bulldozer_clears_debris_from_a_construction_site,_moving_it_into_a_dumpster.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_bulldozer_clears_debris_from_a_construction_site,_moving_it_into_a_dumpster.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bulldozer_clears_debris_from_a_construction_site,_moving_it_into_a_dumpster.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_bulldozer_clears_debris_from_a_construction_site__moving_it_into_a_dumpster_.mp4""]",64330619b3dbb3d889978f4f6d62ec2a4cbd17d46fafe92ea899f6db744a4e68
445,3.0,3,3,False,"A player throws multiple darts; some land near each other, others are scattered around the board.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6457f7130d9ae9c755065fd2db342d18e118a3b60dea7de621d2b482610295f9.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_player_throws_multiple_darts;_some_land_near_each_other,_others_are_scattered_around_the_board.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/e03eddab-3fb5-4618-9b95-b73978cd5374/972b2d4b-ae7b-4d74-bf5b-e865f3e3a363_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_player_throws_multiple_darts;_some_land_near_each_other,_others_are_scattered_around_the_board.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_player_throws_multiple_darts;_some_land_near_each_other,_others_are_scattered_around_the_board.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_player_throws_multiple_darts;_some_land_near_each_other,_others_are_scattered_around_the_board.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_player_throws_multiple_darts__some_land_near_each_other__others_are_scattered_around_the_board_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/sora_hard_videophy2/Dartboard+Precision+Showdown.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_player_throws_multiple_darts;_some_land_near_each_other,_others_are_scattered_around_the_board.mp4""]",6457f7130d9ae9c755065fd2db342d18e118a3b60dea7de621d2b482610295f9
446,3.0,3,3,False,"A person executes a unicycle turn, leaning into the turn while using the pedals for control.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6498c2c50c9de8ac98f04ee487f4a94045aa0a996650255b134a9d5263a1cad9.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_executes_a_unicycle_turn,_leaning_into_the_turn_while_using_the_pedals_for_control.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_executes_a_unicycle_turn,_leaning_into_the_turn_while_using_the_pedals_for_control.mp4"", ""https://storage.cdn-luma.com/dream_machine/6514b846-83b6-4d31-8f13-3018917c4e55/63155e1e-d4cd-4c75-bad4-41ecc5c16c42_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_executes_a_unicycle_turn,_leaning_into_the_turn_while_using_the_pedals_for_control.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_executes_a_unicycle_turn,_leaning_into_the_turn_while_using_the_pedals_for_control.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_executes_a_unicycle_turn,_leaning_into_the_turn_while_using_the_pedals_for_control.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_executes_a_unicycle_turn__leaning_into_the_turn_while_using_the_pedals_for_control_.mp4""]",6498c2c50c9de8ac98f04ee487f4a94045aa0a996650255b134a9d5263a1cad9
447,3.0,3,3,False,"Nunchucks are swung, striking a punching bag, creating a visible ripple effect.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6b50c89ba27497239eba575b91c79bcd13d7ac662b28ba5b5f6526a95d47a0d3.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Nunchucks_are_swung,_striking_a_punching_bag,_creating_a_visible_ripple_effect.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Nunchucks_are_swung,_striking_a_punching_bag,_creating_a_visible_ripple_effect.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Nunchucks_are_swung__striking_a_punching_bag__creating_a_visible_ripple_effect_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Nunchucks_are_swung,_striking_a_punching_bag,_creating_a_visible_ripple_effect.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Nunchucks_are_swung,_striking_a_punching_bag,_creating_a_visible_ripple_effect.mp4"", ""https://storage.cdn-luma.com/dream_machine/1286be0a-f75f-42ac-a6d2-64df70ff4819/b185fe36-185a-4887-b5d7-c8fbf1582d9f_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Nunchucks_are_swung,_striking_a_punching_bag,_creating_a_visible_ripple_effect.mp4""]",6b50c89ba27497239eba575b91c79bcd13d7ac662b28ba5b5f6526a95d47a0d3
448,3.0,3,3,False,"A player sits on the ground dribbling the ball between their legs, bouncing it on the floor gently.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6c538db732e7726df711b30d056fb523a76d59c7cfd0cde07d4ec1db8de19986.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs,_bouncing_it_on_the_floor_gently.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs,_bouncing_it_on_the_floor_gently.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs,_bouncing_it_on_the_floor_gently.mp4"", ""https://storage.cdn-luma.com/dream_machine/0302d119-f502-4a3d-b1b0-5fa31911b0d5/65578d79-902a-4d62-8fad-588f2c75c29d_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs,_bouncing_it_on_the_floor_gently.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs__bouncing_it_on_the_floor_gently_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_player_sits_on_the_ground_dribbling_the_ball_between_their_legs,_bouncing_it_on_the_floor_gently.mp4""]",6c538db732e7726df711b30d056fb523a76d59c7cfd0cde07d4ec1db8de19986
449,3.0,3,3,False,"A long jumper demonstrates a flawed technique, resulting in a short distance and an unbalanced landing.",/home/liuzhirui/model/PhysVid/res/videophy2/video/6e3afea492853bb6c816d341f33039e9ffcc3a0c8272c96ed1f10044890b9e4c.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_long_jumper_demonstrates_a_flawed_technique,_resulting_in_a_short_distance_and_an_unbalanced_landing.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_long_jumper_demonstrates_a_flawed_technique,_resulting_in_a_short_distance_and_an_unbalanced_landing.mp4"", ""https://storage.cdn-luma.com/dream_machine/0c388d16-63d9-43d1-8263-13b50771643b/e57ecfd2-d1bd-4844-ab2e-029a65eea491_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_long_jumper_demonstrates_a_flawed_technique,_resulting_in_a_short_distance_and_an_unbalanced_landing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_long_jumper_demonstrates_a_flawed_technique__resulting_in_a_short_distance_and_an_unbalanced_landing_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_long_jumper_demonstrates_a_flawed_technique,_resulting_in_a_short_distance_and_an_unbalanced_landing.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_long_jumper_demonstrates_a_flawed_technique,_resulting_in_a_short_distance_and_an_unbalanced_landing.mp4""]",6e3afea492853bb6c816d341f33039e9ffcc3a0c8272c96ed1f10044890b9e4c
450,3.0,3,3,False,"A bungee cord snaps back after a jump, impacting the ground with visible force; no human is present in this shot.",/home/liuzhirui/model/PhysVid/res/videophy2/video/729d63d497f1a6d7898267c94560f312893ac797953323a9d55880a0b6ddf4f8.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bungee_cord_snaps_back_after_a_jump,_impacting_the_ground_with_visible_force;_no_human_is_present_in_this_shot.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_bungee_cord_snaps_back_after_a_jump,_impacting_the_ground_with_visible_force;_no_human_is_present_in_this_shot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_bungee_cord_snaps_back_after_a_jump,_impacting_the_ground_with_visible_force;_no_human_is_present_in_this_shot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_bungee_cord_snaps_back_after_a_jump,_impacting_the_ground_with_visible_force;_no_human_is_present_in_this_shot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_bungee_cord_snaps_back_after_a_jump,_impacting_the_ground_with_visible_force;_no_human_is_present_in_this_shot.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_bungee_cord_snaps_back_after_a_jump__impacting_the_ground_with_visible_force__no_human_is_present_in_this_shot_.mp4""]",729d63d497f1a6d7898267c94560f312893ac797953323a9d55880a0b6ddf4f8
